ano_compra;"nome_instituicao";"esfera";"cnpj_instituicao";"municipio_instituicao";"uf";compra;insercao;codigo_br;"descricao_catmat";"unidade_fornecimento";"generico";"anvisa";"modalidade_compra";"tipo_compra";capacidade;"unidade_medida";"unidade_fornecimento_capacidade";"cnpj_fornecedor";"fornecedor";"cnpj_fabricante";"fabricante";qtd_itens_comprados;preco_unitario;preco_total
"2026";"MUNICIPIO DE PATOS DE MINAS";"MUNICIPAL";"18.602.011/0001-07";"PATOS DE MINAS";"MG";"06/01/2026";"27/01/2026";"484594";"TUBO ENDOBRONQUIAL, MODELO:DUPLO LÚMEN C/ GANCHO DE CARINA, TIPO USO:ESQUERDO, CALIBRE:35 FR, MATERIAL :LÁTEX NATURAL, COMPONENTES:C/ BALÃO TRAQUEAL E ENDOBRONQUIAL, CONECTOR:CONECTORES, ADICIONAL:SONDAS ASPIRAÇÃO, ADICIONAL :RADIOPACO, GRADUADO";"UNIDADE";;;"Pregão";"ADMINISTRATIVA";;;"UNIDADE";"17.159.229/0002-57";"LABORATORIO TEUTO BRASILEIRO S/A";"17.159.229/0001-76";"LABORATORIO TEUTO BRASILEIRO S/A";"1000";"0.99";"990.0"
"2026";"MUNICIPIO DE DOURADOQUARA";"MUNICIPAL";"18.158.261/0001-08";"DOURADOQUARA";"MG";"06/01/2026";"03/03/2026";"405899";"DESVENLAFAXINA, COMPOSIÇÃO:SAL SUCCINATO, CONCENTRAÇÃO:100 MG, FORMA FARMACÊUTICA:LIBERAÇÃO CONTROLADA";"COMPRIMIDO";"S";"1023511880256";"Pregão";"ADMINISTRATIVA";;;"COMPRIMIDO";"12.927.876/0001-67";"SOMA/MG PRODUTOS HOSPITALARES LTDA";"57.507.378/0003-65";"EMS S/A";"800";"0.74";"592.0"
"2026";"MUNICIPIO DE PATOS DE MINAS";"MUNICIPAL";"18.602.011/0001-07";"PATOS DE MINAS";"MG";"06/01/2026";"27/01/2026";"439252";"NUSINERSENA, CONCENTRAÇÃO:2,4 MG/ML, FORMA FARMACÊUTICA:SOLUÇÃO INJETÁVEL";"FRASCO";"N";"1699300080010";"Pregão";"ADMINISTRATIVA";"5.0";"ML";"FRASCO 5.00 ML";"17.159.229/0002-57";"LABORATORIO TEUTO BRASILEIRO S/A";"07.986.222/0001-74";"BIOGEN BRASIL PRODUTOS FARMACEUTICOS LTDA";"10";"415789.9";"4157899.0"
"2026";"MUNICIPIO DE DOURADOQUARA";"MUNICIPAL";"18.158.261/0001-08";"DOURADOQUARA";"MG";"06/01/2026";"03/03/2026";"282881";"ROSUVASTATINA, COMPOSIÇÃO:CÁLCICA, CONCENTRAÇÃO:10 MG";"COMPRIMIDO";"S";"1438102250128";"Pregão";"ADMINISTRATIVA";;;"COMPRIMIDO";"12.927.876/0001-67";"SOMA/MG PRODUTOS HOSPITALARES LTDA";"02.814.497/0001-07";"CIMED INDUSTRIA S.A.";"800";"0.13";"104.0"
"2026";"MUNICIPIO DE DOURADOQUARA";"MUNICIPAL";"18.158.261/0001-08";"DOURADOQUARA";"MG";"06/01/2026";"03/03/2026";"302442";"DULOXETINA, CONCENTRAÇÃO:30 MG, FORMA FARMACÊUTICA:MICROGRÂNULOS DE LIBERAÇÃO LENTA";"CÁPSULA";"S";"1023510880031";"Pregão";"ADMINISTRATIVA";;;"CÁPSULA";"12.927.876/0001-67";"SOMA/MG PRODUTOS HOSPITALARES LTDA";"57.507.378/0003-65";"EMS S/A";"1500";"0.68";"1020.0"
"2026";"MUNICIPIO DE DOURADOQUARA";"MUNICIPAL";"18.158.261/0001-08";"DOURADOQUARA";"MG";"06/01/2026";"03/03/2026";"271773";"BROMAZEPAM, DOSAGEM:3 MG";"COMPRIMIDO";"S";"1023504690031";"Pregão";"ADMINISTRATIVA";;;"COMPRIMIDO";"12.927.876/0001-67";"SOMA/MG PRODUTOS HOSPITALARES LTDA";"57.507.378/0003-65";"EMS S/A";"300";"0.08";"24.0"
"2026";"MUNICIPIO DE DOURADOQUARA";"MUNICIPAL";"18.158.261/0001-08";"DOURADOQUARA";"MG";"06/01/2026";"03/03/2026";"291770";"ESCITALOPRAM OXALATO, DOSAGEM:10 MG";"COMPRIMIDO";"S";"1438102690063";"Pregão";"ADMINISTRATIVA";;;"COMPRIMIDO";"12.927.876/0001-67";"SOMA/MG PRODUTOS HOSPITALARES LTDA";"02.814.497/0001-07";"CIMED INDUSTRIA S.A.";"3000";"0.11";"330.0"
"2026";"FUNDO MUNICIPAL DE SAUDE DE RIO BANANAL";"MUNICIPAL";"11.429.173/0001-46";"RIO BANANAL";"ES";"07/01/2026";"11/02/2026";"450890";"CEFTRIAXONA SÓDICA, CONCENTRAÇÃO:1 G, FORMA FARMACEUTICA:PÓ P/ SOLUÇÃO INJETÁVEL + DILUENTE";"FRASCO-AMPOLA";"S";"1163701740019";"Registro de Preços";"ADMINISTRATIVA";;;"FRASCO-AMPOLA";"00.874.929/0001-40";"MED CENTER COMERCIAL LTDA";"58.430.828/0001-60";"BLAU FARMACEUTICA S.A.";"5000";"3.95";"19750.0"
"2026";"FUNDO MUNICIPAL DE SAUDE DE RIO BANANAL";"MUNICIPAL";"11.429.173/0001-46";"RIO BANANAL";"ES";"07/01/2026";"11/02/2026";"433280";"LEVODOPA, COMPOSIÇÃO:ASSOCIADO À BENSERAZIDA, CONCENTRAÇÃO:100MG + 25 MG";"COMPRIMIDO";"N";"1010000640142";"Registro de Preços";"ADMINISTRATIVA";;;"COMPRIMIDO";"10.447.355/0001-87";"VIVA FARMACEUTICA SA";"33.009.945/0001-23";"PRODUTOS ROCHE QUIMICOS E FARMACEUTICOS S A";"51000";"0.7";"35700.0"
"2026";"FUNDO MUNICIPAL DE SAUDE DE RIO BANANAL";"MUNICIPAL";"11.429.173/0001-46";"RIO BANANAL";"ES";"07/01/2026";"11/02/2026";"268513";"OXACILINA, DOSAGEM:500 MG, COMPOSIÇÃO:INJETÁVEL";"FRASCO-AMPOLA";"S";"1163701410043";"Registro de Preços";"ADMINISTRATIVA";;;"FRASCO-AMPOLA";"00.874.929/0001-40";"MED CENTER COMERCIAL LTDA";"58.430.828/0001-60";"BLAU FARMACEUTICA S.A.";"1400";"4.14";"5796.0"
"2026";"FUNDO MUNICIPAL DE SAUDE DE RIO BANANAL";"MUNICIPAL";"11.429.173/0001-46";"RIO BANANAL";"ES";"07/01/2026";"11/02/2026";"292427";"DEXAMETASONA, DOSAGEM:4 MG/ML, FORMA FARMACÊUTICA:SOLUÇÃO INJETÁVEL";"AMPOLA";"S";"1108500320060";"Registro de Preços";"ADMINISTRATIVA";"2.5";"ML";"AMPOLA 2.50 ML";"03.945.035/0001-91";"ACACIA COMERCIO DE MEDICAMENTOS LTDA";"06.628.333/0001-46";"FARMACE - INDUSTRIA QUIMICO-FARMACEUTICA CEARENSE LTDA";"4000";"0.81";"3240.0"
"2026";"FUNDO MUNICIPAL DE SAUDE DE RIO BANANAL";"MUNICIPAL";"11.429.173/0001-46";"RIO BANANAL";"ES";"07/01/2026";"11/02/2026";"375474";"CLORETO DE SÓDIO, CONCENTRAÇAO:0,9 %, FORMA FARMACEUTICA:SPRAY NASAL";"FRASCO";;;"Registro de Preços";"ADMINISTRATIVA";"30.0";"ML";"FRASCO 30.00 ML";"00.874.929/0001-40";"MED CENTER COMERCIAL LTDA";"02.456.955/0001-83";"NATULAB LABORATORIO S.A";"200";"0.9";"180.0"
"2026";"FUNDO MUNICIPAL DE SAUDE DE RIO BANANAL";"MUNICIPAL";"11.429.173/0001-46";"RIO BANANAL";"ES";"07/01/2026";"11/02/2026";"448610";"CARBONATO DE CÁLCIO, COMPOSIÇÃO:ASSOCIADO COM VITAMINA D3, CONCENTRAÇÃO:500 MG + 400 UI";"COMPRIMIDO";;;"Registro de Preços";"ADMINISTRATIVA";;;"COMPRIMIDO";"35.997.345/0001-46";"HOSPIDROGAS COMERCIO DE PRODUTOS HOSPITALARES LTDA";"37.696.646/0001-65";"IDEATON INDUSTRIA DE SUPLEMENTOS LTDA";"46000";"0.05";"2300.0"
"2026";"FUNDO MUNICIPAL DE SAUDE DE RIO BANANAL";"MUNICIPAL";"11.429.173/0001-46";"RIO BANANAL";"ES";"07/01/2026";"11/02/2026";"268160";"OMEPRAZOL, CONCENTRAÇÃO:40 MG, USO:INJETÁVEL";"FRASCO-AMPOLA";"S";"1163701650011";"Registro de Preços";"ADMINISTRATIVA";;;"FRASCO-AMPOLA";"00.874.929/0001-40";"MED CENTER COMERCIAL LTDA";"58.430.828/0001-60";"BLAU FARMACEUTICA S.A.";"2800";"7.67";"21476.0"
"2026";"FUNDO MUNICIPAL DE SAUDE DE RIO BANANAL";"MUNICIPAL";"11.429.173/0001-46";"RIO BANANAL";"ES";"07/01/2026";"11/02/2026";"363088";"VITAMINAS DO COMPLEXO B, COMPOSIÇÃO BÁSICA:B1, B2, B5, B6 E PP, FORMA FARMACÊUTICA:SOLUÇÃO INJETÁVEL";"AMPOLA";"N";"1038700290012";"Registro de Preços";"ADMINISTRATIVA";"2.0";"ML";"AMPOLA 2.00 ML";"03.945.035/0001-91";"ACACIA COMERCIO DE MEDICAMENTOS LTDA";"17.174.657/0001-78";"HYPOFARMA INSTITUTO DE HYPODERMIA E FARMACIA LTDA";"3800";"1.04";"3952.0"
"2026";"FUNDO MUNICIPAL DE SAUDE DE RIO BANANAL";"MUNICIPAL";"11.429.173/0001-46";"RIO BANANAL";"ES";"07/01/2026";"11/02/2026";"342135";"HIDROCORTISONA, COMPOSIÇÃO:SAL SUCCINATO SÓDICO, CONCENTRAÇÃO:100 MG, FORMA FARMACÊUTICA:PÓ LIÓFILO P/ INJETÁVEL";"FRASCO-AMPOLA";"N";"1163701190027";"Registro de Preços";"ADMINISTRATIVA";;;"FRASCO-AMPOLA";"00.874.929/0001-40";"MED CENTER COMERCIAL LTDA";"58.430.828/0001-60";"BLAU FARMACEUTICA S.A.";"1000";"2.59";"2590.0"
"2026";"FUNDO MUNICIPAL DE SAUDE DE RIO BANANAL";"MUNICIPAL";"11.429.173/0001-46";"RIO BANANAL";"ES";"07/01/2026";"11/02/2026";"267581";"BECLOMETASONA DIPROPIONATO, APRESENTAÇÃO:SPRAY ORAL, DOSAGEM:250MCG/DOSE, CARACTERÍSTICAS ADICIONAIS:FRASCO DOSEADOR COM BOCAL AEROGADOR";"FRASCO";"S";"1101302770011";"Registro de Preços";"ADMINISTRATIVA";"200.0";"DOSES";"FRASCO 200.00 DOSES";"35.997.345/0001-46";"HOSPIDROGAS COMERCIO DE PRODUTOS HOSPITALARES LTDA";"44.363.661/0001-57";"GLENMARK FARMACEUTICA LTDA";"500";"17.25";"8625.0"
"2026";"FUNDO MUNICIPAL DE SAUDE DE RIO BANANAL";"MUNICIPAL";"11.429.173/0001-46";"RIO BANANAL";"ES";"07/01/2026";"11/02/2026";"368779";"EXTRATO MEDICINAL, PRINCÍPIO ATIVO:GUACO (MIKANIA GLOMERATA SPRENG.), FORMA FARMACÊUTICA:EXTRATO FLUIDO";"FRASCO";;;"Registro de Preços";"ADMINISTRATIVA";"120.0";"ML";"FRASCO 120.00 ML";"00.874.929/0001-40";"MED CENTER COMERCIAL LTDA";"02.456.955/0001-83";"NATULAB LABORATORIO S.A";"1500";"2.3";"3450.0"
"2026";"FUNDO MUNICIPAL DE SAUDE DE RIO BANANAL";"MUNICIPAL";"11.429.173/0001-46";"RIO BANANAL";"ES";"07/01/2026";"11/02/2026";"271103";"CETOCONAZOL, DOSAGEM:2%, APRESENTAÇÃO:SHAMPOO";"FRASCO";"S";"1476100200010";"Registro de Preços";"ADMINISTRATIVA";"100.0";"ML";"FRASCO 100.00 ML";"03.945.035/0001-91";"ACACIA COMERCIO DE MEDICAMENTOS LTDA";"65.271.900/0001-19";"NATIVITA INDUSTRIA E COMERCIO LTDA";"500";"4.8";"2400.0"
"2026";"FUNDO MUNICIPAL DE SAUDE DE RIO BANANAL";"MUNICIPAL";"11.429.173/0001-46";"RIO BANANAL";"ES";"07/01/2026";"11/02/2026";"448841";"AMOXICILINA, PRINCÍPIO ATIVO:ASSOCIADA COM CLAVULANATO DE POTÁSSIO, CONCENTRAÇÃO:50 MG/ML + 12,5 MG/ML, FORMA FARMACÊUTICA:SUSPENSÃO ORAL";"FRASCO";"S";"1023505280048";"Registro de Preços";"ADMINISTRATIVA";"75.0";"ML";"FRASCO 75.00 ML";"35.997.345/0001-46";"HOSPIDROGAS COMERCIO DE PRODUTOS HOSPITALARES LTDA";"57.507.378/0003-65";"EMS S/A";"2000";"11.99";"23980.0"
"2026";"FUNDO MUNICIPAL DE SAUDE DE RIO BANANAL";"MUNICIPAL";"11.429.173/0001-46";"RIO BANANAL";"ES";"07/01/2026";"11/02/2026";"270120";"CLONAZEPAM, DOSAGEM:2,5 MG/ML, APRESENTAÇÃO:SOLUÇÃO ORAL- GOTAS";"FRASCO";"S";"1542303300046";"Registro de Preços";"ADMINISTRATIVA";"20.0";"ML";"FRASCO 20.00 ML";"03.945.035/0001-91";"ACACIA COMERCIO DE MEDICAMENTOS LTDA";"03.485.572/0001-04";"GEOLAB INDUSTRIA FARMACEUTICA S/A";"400";"2.1";"840.0"
"2026";"FUNDO MUNICIPAL DE SAUDE DE RIO BANANAL";"MUNICIPAL";"11.429.173/0001-46";"RIO BANANAL";"ES";"07/01/2026";"11/02/2026";"269462";"ALENDRONATO DE SÓDIO, DOSAGEM:70 MG";"COMPRIMIDO";"S";"1023511280021";"Registro de Preços";"ADMINISTRATIVA";;;"COMPRIMIDO";"35.997.345/0001-46";"HOSPIDROGAS COMERCIO DE PRODUTOS HOSPITALARES LTDA";"57.507.378/0003-65";"EMS S/A";"5000";"0.24";"1200.0"
"2026";"FUNDO MUNICIPAL DE SAUDE DE RIO BANANAL";"MUNICIPAL";"11.429.173/0001-46";"RIO BANANAL";"ES";"07/01/2026";"11/02/2026";"267378";"NISTATINA, DOSAGEM:100.000 UI/ML, APRESENTAÇÃO:SUSPENSÃO ORAL";"FRASCO";"S";"1256800260051";"Registro de Preços";"ADMINISTRATIVA";"30.0";"ML";"FRASCO 30.00 ML";"03.945.035/0001-91";"ACACIA COMERCIO DE MEDICAMENTOS LTDA";"73.856.593/0001-66";"PRATI, DONADUZZI & CIA LTDA";"200";"4.45";"890.0"
"2026";"FUNDO MUNICIPAL DE SAUDE DE RIO BANANAL";"MUNICIPAL";"11.429.173/0001-46";"RIO BANANAL";"ES";"07/01/2026";"11/02/2026";"271217";"AMOXICILINA, PRINCÍPIO ATIVO:ASSOCIADA COM CLAVULANATO DE POTÁSSIO, CONCENTRAÇÃO:500MG + 125MG";"COMPRIMIDO";"S";"1023505320023";"Registro de Preços";"ADMINISTRATIVA";;;"COMPRIMIDO";"35.997.345/0001-46";"HOSPIDROGAS COMERCIO DE PRODUTOS HOSPITALARES LTDA";"57.507.378/0003-65";"EMS S/A";"10000";"0.9";"9000.0"
"2026";"FUNDO MUNICIPAL DE SAUDE DE RIO BANANAL";"MUNICIPAL";"11.429.173/0001-46";"RIO BANANAL";"ES";"07/01/2026";"11/02/2026";"345240";"HIDROCORTISONA, COMPOSIÇÃO:SAL ACETATO, CONCENTRAÇÃO:10 MG/G, FORMA FARMACÊUTICA:CREME";"BISNAGA";"S";"1037005270078";"Registro de Preços";"ADMINISTRATIVA";"30.0";"G";"BISNAGA 30.00 G";"14.595.725/0001-84";"NOVASUL COMERCIO DE PRODUTOS HOSPITALARES LTDA";"17.159.229/0001-76";"LABORATORIO TEUTO BRASILEIRO S/A";"500";"11.4";"5700.0"
"2026";"FUNDO MUNICIPAL DE SAUDE DE RIO BANANAL";"MUNICIPAL";"11.429.173/0001-46";"RIO BANANAL";"ES";"07/01/2026";"11/02/2026";"327566";"ÁCIDO TRANEXÂMICO, DOSAGEM:50 MG/ML, FORMA FARMACÊUTICA:SOLUÇÃO INJETÁVEL";"AMPOLA";"N";"1565100450026";"Registro de Preços";"ADMINISTRATIVA";"5.0";"ML";"AMPOLA 5.00 ML";"08.774.906/0001-75";"HOSPDROGAS COMERCIAL LTDA";"05.254.971/0001-81";"ZYDUS NIKKHO FARMACEUTICA LTDA";"1000";"4.63";"4630.0"
"2026";"FUNDO MUNICIPAL DE SAUDE DE RIO BANANAL";"MUNICIPAL";"11.429.173/0001-46";"RIO BANANAL";"ES";"07/01/2026";"11/02/2026";"278281";"ADENOSINA, DOSAGEM:3 MG/ML, INDICAÇÃO:SOLUÇÃO INJETÁVEL";"AMPOLA";"S";"1031101760049";"Registro de Preços";"ADMINISTRATIVA";"2.0";"ML";"AMPOLA 2.00 ML";"52.969.017/0001-55";"TARGET MEDICAMENTOS E PRODUTOS HOSPITALARES LTDA";"01.571.702/0001-98";"HALEX ISTAR INDUSTRIA FARMACEUTICA SA";"100";"10.29";"1029.0"
"2026";"FUNDO MUNICIPAL DE SAUDE DE RIO BANANAL";"MUNICIPAL";"11.429.173/0001-46";"RIO BANANAL";"ES";"07/01/2026";"11/02/2026";"303292";"RINGER, COMPOSIÇÃO:ASSOCIADO COM LACTATO DE SÓDIO, FORMA FARMACÊUTICA:SOLUÇÃO INJETÁVEL, CARACTERÍSTICA ADICIONAL:SISTEMA FECHADO";"FRASCO";"N";"1004101030035";"Registro de Preços";"ADMINISTRATIVA";"500.0";"ML";"FRASCO 500.00 ML";"49.324.221/0016-90";"FRESENIUS KABI BRASIL LTDA.";"49.324.221/0001-04";"FRESENIUS KABI BRASIL LTDA.";"900";"5.9";"5310.0"
"2026";"FUNDO MUNICIPAL DE SAUDE DE RIO BANANAL";"MUNICIPAL";"11.429.173/0001-46";"RIO BANANAL";"ES";"07/01/2026";"11/02/2026";"446263";"AMBROXOL, COMPOSIÇÃO:SAL CLORIDRATO, CONCENTRAÇÃO:6 MG/ML, FORMA FARMACÊUTICA:XAROPE";"FRASCO";"S";"1108500390026";"Registro de Preços";"ADMINISTRATIVA";"100.0";"ML";"FRASCO 100.00 ML";"03.945.035/0001-91";"ACACIA COMERCIO DE MEDICAMENTOS LTDA";"06.628.333/0001-46";"FARMACE - INDUSTRIA QUIMICO-FARMACEUTICA CEARENSE LTDA";"200";"2.7";"540.0"
"2026";"FUNDO MUNICIPAL DE SAUDE DE RIO BANANAL";"MUNICIPAL";"11.429.173/0001-46";"RIO BANANAL";"ES";"07/01/2026";"11/02/2026";"352192";"RINGER, COMPOSIÇÃO:SIMPLES, FORMA FARMACÊUTICA:SOLUÇÃO INJETÁVEL, CARACTERÍSTICA ADICIONAL:SISTEMA FECHADO";"BOLSA";"N";"1004101150049";"Registro de Preços";"ADMINISTRATIVA";"500.0";"ML";"BOLSA 500.00 ML";"49.324.221/0016-90";"FRESENIUS KABI BRASIL LTDA.";"49.324.221/0001-04";"FRESENIUS KABI BRASIL LTDA.";"2500";"5.23";"13075.0"
"2026";"FUNDO MUNICIPAL DE SAUDE DE RIO BANANAL";"MUNICIPAL";"11.429.173/0001-46";"RIO BANANAL";"ES";"07/01/2026";"11/02/2026";"342134";"HIDROCORTISONA, COMPOSIÇÃO:SAL SUCCINATO SÓDICO, CONCENTRAÇÃO:500 MG, FORMA FARMACÊUTICA:PÓ LIÓFILO P/ INJETÁVEL";"FRASCO-AMPOLA";"N";"1163701190078";"Registro de Preços";"ADMINISTRATIVA";;;"FRASCO-AMPOLA";"03.945.035/0001-91";"ACACIA COMERCIO DE MEDICAMENTOS LTDA";"58.430.828/0001-60";"BLAU FARMACEUTICA S.A.";"4000";"5.08";"20320.0"
"2026";"FUNDO MUNICIPAL DE SAUDE DE RIO BANANAL";"MUNICIPAL";"11.429.173/0001-46";"RIO BANANAL";"ES";"07/01/2026";"11/02/2026";"398706";"IODOPOVIDONA (PVPI), CONCENTRAÇÃO:A 10% ( TEOR DE IODO 1% ), FORMA FARMACEUTICA:SOLUÇÃO TÓPICA AQUOSA";"FRASCO";;;"Registro de Preços";"ADMINISTRATIVA";"100.0";"ML";"FRASCO 100.00 ML";"35.997.345/0001-46";"HOSPIDROGAS COMERCIO DE PRODUTOS HOSPITALARES LTDA";"39.032.974/0001-92";"VIC PHARMA INDUSTRIA E COMERCIO LTDA";"100";"6.6";"660.0"
"2026";"FUNDO MUNICIPAL DE SAUDE DE RIO BANANAL";"MUNICIPAL";"11.429.173/0001-46";"RIO BANANAL";"ES";"07/01/2026";"11/02/2026";"271089";"AMOXICILINA, CONCENTRAÇÃO:500MG";"CÁPSULA";"S";"1564900030066";"Registro de Preços";"ADMINISTRATIVA";;;"CÁPSULA";"03.945.035/0001-91";"ACACIA COMERCIO DE MEDICAMENTOS LTDA";"05.399.786/0001-85";"UNICHEM FARMACEUTICA DO BRASIL LTDA.";"20000";"0.19";"3800.0"
"2026";"FUNDO MUNICIPAL DE SAUDE DE RIO BANANAL";"MUNICIPAL";"11.429.173/0001-46";"RIO BANANAL";"ES";"07/01/2026";"11/02/2026";"269880";"CLOREXIDINA DIGLUCONATO, DOSAGEM:2%, APLICAÇÃO:SOLUÇÃO TÓPICA";"FRASCO";;;"Registro de Preços";"ADMINISTRATIVA";"1000.0";"ML";"FRASCO 1000.00 ML";"08.774.906/0001-75";"HOSPDROGAS COMERCIAL LTDA";"39.032.974/0001-92";"VIC PHARMA INDUSTRIA E COMERCIO LTDA";"160";"16.74";"2678.4"
"2026";"FUNDO MUNICIPAL DE SAUDE DE RIO BANANAL";"MUNICIPAL";"11.429.173/0001-46";"RIO BANANAL";"ES";"07/01/2026";"11/02/2026";"267773";"PERMETRINA, DOSAGEM:10 MG/ML, INDICAÇÃO:LOÇÃO";"FRASCO";"N";"1476100110011";"Registro de Preços";"ADMINISTRATIVA";"60.0";"ML";"FRASCO 60.00 ML";"03.945.035/0001-91";"ACACIA COMERCIO DE MEDICAMENTOS LTDA";"65.271.900/0001-19";"NATIVITA INDUSTRIA E COMERCIO LTDA";"300";"2.9";"870.0"
"2026";"FUNDO MUNICIPAL DE SAUDE DE RIO BANANAL";"MUNICIPAL";"11.429.173/0001-46";"RIO BANANAL";"ES";"07/01/2026";"11/02/2026";"275963";"FINASTERIDA, CONCENTRAÇÃO:5 MG";"COMPRIMIDO";"S";"1023506350023";"Registro de Preços";"ADMINISTRATIVA";;;"COMPRIMIDO";"35.997.345/0001-46";"HOSPIDROGAS COMERCIO DE PRODUTOS HOSPITALARES LTDA";"57.507.378/0003-65";"EMS S/A";"2000";"0.27";"540.0"
"2026";"FUNDO MUNICIPAL DE SAUDE DE RIO BANANAL";"MUNICIPAL";"11.429.173/0001-46";"RIO BANANAL";"ES";"07/01/2026";"11/02/2026";"268381";"AMICACINA SULFATO, DOSAGEM:250 MG/ML, INDICAÇÃO:SOLUÇÃO INJETÁVEL";"AMPOLA";"S";"1037002970060";"Registro de Preços";"ADMINISTRATIVA";"2.0";"ML";"AMPOLA 2.00 ML";"52.969.017/0001-55";"TARGET MEDICAMENTOS E PRODUTOS HOSPITALARES LTDA";"17.159.229/0001-76";"LABORATORIO TEUTO BRASILEIRO S/A";"250";"3.61";"902.5"
"2026";"FUNDO MUNICIPAL DE SAUDE DE RIO BANANAL";"MUNICIPAL";"11.429.173/0001-46";"RIO BANANAL";"ES";"07/01/2026";"11/02/2026";"273009";"FLUOXETINA, DOSAGEM:20 MG";"CÁPSULA";"S";"1037004870039";"Registro de Preços";"ADMINISTRATIVA";;;"CÁPSULA";"35.997.345/0001-46";"HOSPIDROGAS COMERCIO DE PRODUTOS HOSPITALARES LTDA";"17.159.229/0001-76";"LABORATORIO TEUTO BRASILEIRO S/A";"100000";"0.06";"6000.0"
"2026";"FUNDO MUNICIPAL DE SAUDE DE RIO BANANAL";"MUNICIPAL";"11.429.173/0001-46";"RIO BANANAL";"ES";"07/01/2026";"11/02/2026";"267502";"ÁCIDO ACETILSALICÍLICO, DOSAGEM:100 MG";"COMPRIMIDO";"N";"1425900060049";"Registro de Preços";"ADMINISTRATIVA";;;"COMPRIMIDO";"52.969.017/0001-55";"TARGET MEDICAMENTOS E PRODUTOS HOSPITALARES LTDA";"08.055.634/0001-53";"IMEC-INDUSTRIA DE MEDICAMENTOS CUSTODIA LTDA";"72000";"0.03";"2160.0"
"2026";"FUNDO MUNICIPAL DE SAUDE DE RIO BANANAL";"MUNICIPAL";"11.429.173/0001-46";"RIO BANANAL";"ES";"07/01/2026";"11/02/2026";"267566";"CARVEDILOL, DOSAGEM:3,125 MG";"COMPRIMIDO";"S";"1023510730048";"Registro de Preços";"ADMINISTRATIVA";;;"COMPRIMIDO";"35.997.345/0001-46";"HOSPIDROGAS COMERCIO DE PRODUTOS HOSPITALARES LTDA";"57.507.378/0003-65";"EMS S/A";"27000";"0.08";"2160.0"
"2026";"FUNDO MUNICIPAL DE SAUDE DE RIO BANANAL";"MUNICIPAL";"11.429.173/0001-46";"RIO BANANAL";"ES";"07/01/2026";"11/02/2026";"267140";"AZITROMICINA, DOSAGEM:500 MG";"COMPRIMIDO";"S";"1053501600031";"Registro de Preços";"ADMINISTRATIVA";;;"COMPRIMIDO";"03.945.035/0001-91";"ACACIA COMERCIO DE MEDICAMENTOS LTDA";"17.115.437/0001-73";"LABORATORIO GLOBO SA";"20000";"0.77";"15400.0"
"2026";"FUNDO MUNICIPAL DE SAUDE DE RIO BANANAL";"MUNICIPAL";"11.429.173/0001-46";"RIO BANANAL";"ES";"07/01/2026";"11/02/2026";"376767";"IVERMECTINA, CONCENTRAÇÃO:6 MG";"COMPRIMIDO";"N";"1023505770045";"Registro de Preços";"ADMINISTRATIVA";;;"COMPRIMIDO";"35.997.345/0001-46";"HOSPIDROGAS COMERCIO DE PRODUTOS HOSPITALARES LTDA";"57.507.378/0003-65";"EMS S/A";"1600";"0.37";"592.0"
"2026";"FUNDO MUNICIPAL DE SAUDE DE RIO BANANAL";"MUNICIPAL";"11.429.173/0001-46";"RIO BANANAL";"ES";"07/01/2026";"11/02/2026";"268162";"MICONAZOL NITRATO, DOSAGEM:2%, APRESENTAÇÃO:CREME VAGINAL";"BISNAGA";;;"Registro de Preços";"ADMINISTRATIVA";"60.0";"G";"BISNAGA 60.00 G";"03.945.035/0001-91";"ACACIA COMERCIO DE MEDICAMENTOS LTDA";"65.271.900/0001-19";"NATIVITA INDUSTRIA E COMERCIO LTDA";"320";"8.35";"2672.0"
"2026";"FUNDO MUNICIPAL DE SAUDE DE RIO BANANAL";"MUNICIPAL";"11.429.173/0001-46";"RIO BANANAL";"ES";"07/01/2026";"11/02/2026";"267625";"CEFALEXINA, DOSAGEM:500 MG";"COMPRIMIDO";"S";"1037003820011";"Registro de Preços";"ADMINISTRATIVA";;;"COMPRIMIDO";"35.997.345/0001-46";"HOSPIDROGAS COMERCIO DE PRODUTOS HOSPITALARES LTDA";"17.159.229/0001-76";"LABORATORIO TEUTO BRASILEIRO S/A";"48500";"0.52";"25220.0"
"2026";"FUNDO MUNICIPAL DE SAUDE DE RIO BANANAL";"MUNICIPAL";"11.429.173/0001-46";"RIO BANANAL";"ES";"07/01/2026";"11/02/2026";"267662";"FLUCONAZOL, DOSAGEM:150 MG";"CÁPSULA";"N";"1057100840069";"Registro de Preços";"ADMINISTRATIVA";;;"CÁPSULA";"03.945.035/0001-91";"ACACIA COMERCIO DE MEDICAMENTOS LTDA";"18.324.343/0001-77";"BELFAR LTDA";"1500";"0.41";"615.0"
