ano_compra;"nome_instituicao";"esfera";"cnpj_instituicao";"municipio_instituicao";"uf";compra;insercao;codigo_br;"descricao_catmat";"unidade_fornecimento";"generico";"anvisa";"modalidade_compra";"tipo_compra";capacidade;"unidade_medida";"unidade_fornecimento_capacidade";"cnpj_fornecedor";"fornecedor";"cnpj_fabricante";"fabricante";qtd_itens_comprados;preco_unitario;preco_total
"2026";"FUNDO MUNICIPAL DE SAUDE DE RIO BANANAL";"MUNICIPAL";"11.429.173/0001-46";"RIO BANANAL";"ES";"07/01/2026";"11/02/2026";"269850";"LIDOCAÍNA CLORIDRATO, COMPOSIÇÃO:ASSOCIADA COM EPINEFRINA, DOSAGEM:2% + 1:50.000, APRESENTAÇÃO:INJETÁVEL";"FRASCO";"N";"1038700390092";"Registro de Preços";"ADMINISTRATIVA";"20.0";"ML";"FRASCO 20.00 ML";"45.082.493/0001-94";"VLS MEDICAMENTOS LTDA";"17.174.657/0001-78";"HYPOFARMA INSTITUTO DE HYPODERMIA E FARMACIA LTDA";"20";"6.44";"128.8"
"2026";"FUNDO MUNICIPAL DE SAUDE DE RIO BANANAL";"MUNICIPAL";"11.429.173/0001-46";"RIO BANANAL";"ES";"07/01/2026";"11/02/2026";"268331";"IPRATRÓPIO BROMETO, DOSAGEM:0,25 MG/ML, USO:SOLUÇÃO PARA INALAÇÃO";"FRASCO";"S";"1134301620020";"Registro de Preços";"ADMINISTRATIVA";"20.0";"ML";"FRASCO 20.00 ML";"25.279.552/0001-01";"DISTRIBUIDORA DE MEDICAMENTOS BACKES LTDA";"19.570.720/0001-10";"HIPOLABOR FARMACEUTICA LTDA";"350";"1.41";"493.5"
"2026";"FUNDO MUNICIPAL DE SAUDE DE RIO BANANAL";"MUNICIPAL";"11.429.173/0001-46";"RIO BANANAL";"ES";"07/01/2026";"11/02/2026";"292196";"HALOPERIDOL, CONCENTRAÇÃO:5 MG/ML, TIPO USO:SOLUÇÃO INJETÁVEL";"AMPOLA";"N";"1049701910095";"Registro de Preços";"ADMINISTRATIVA";"1.0";"ML";"AMPOLA 1.00 ML";"21.189.554/0001-59";"TS FARMA DISTRIBUIDORA LTDA";"60.665.981/0001-18";"UNIAO QUIMICA FARMACEUTICA NACIONAL S A";"200";"1.86";"372.0"
"2026";"FUNDO MUNICIPAL DE SAUDE DE RIO BANANAL";"MUNICIPAL";"11.429.173/0001-46";"RIO BANANAL";"ES";"07/01/2026";"11/02/2026";"267632";"CIPROFLOXACINO CLORIDRATO, DOSAGEM:500 MG";"COMPRIMIDO";"S";"1256801500099";"Registro de Preços";"ADMINISTRATIVA";;;"COMPRIMIDO";"02.520.829/0001-40";"DIMASTER - COMERCIO DE PRODUTOS HOSPITALARES LTDA.";"73.856.593/0001-66";"PRATI, DONADUZZI & CIA LTDA";"9500";"0.18";"1710.0"
"2026";"FUNDO MUNICIPAL DE SAUDE DE RIO BANANAL";"MUNICIPAL";"11.429.173/0001-46";"RIO BANANAL";"ES";"07/01/2026";"11/02/2026";"267161";"CLORETO DE POTÁSSIO, DOSAGEM:10%, APRESENTAÇÃO:SOLUÇÃO INJETÁVEL";"AMPOLA";"N";"1559200010090";"Registro de Preços";"ADMINISTRATIVA";"10.0";"ML";"AMPOLA 10.00 ML";"21.189.554/0001-59";"TS FARMA DISTRIBUIDORA LTDA";"04.459.117/0001-99";"SAMTEC BIOTECNOLOGIA LTDA";"400";"0.35";"140.0"
"2026";"FUNDO MUNICIPAL DE SAUDE DE RIO BANANAL";"MUNICIPAL";"11.429.173/0001-46";"RIO BANANAL";"ES";"07/01/2026";"11/02/2026";"270119";"CLONAZEPAM, DOSAGEM:2 MG";"COMPRIMIDO";"N";"1542301750311";"Registro de Preços";"ADMINISTRATIVA";;;"COMPRIMIDO";"02.520.829/0001-40";"DIMASTER - COMERCIO DE PRODUTOS HOSPITALARES LTDA.";"03.485.572/0001-04";"GEOLAB INDUSTRIA FARMACEUTICA S/A";"200000";"0.05";"10000.0"
"2026";"FUNDO MUNICIPAL DE SAUDE DE RIO BANANAL";"MUNICIPAL";"11.429.173/0001-46";"RIO BANANAL";"ES";"07/01/2026";"11/02/2026";"304870";"MORFINA, APRESENTAÇÃO:SULFATO, CONCENTRAÇÃO:1MG/ML, FORMA FARMACÊUTICA:SOLUÇÃO INJETÁVEL";"AMPOLA";"N";"1049714550114";"Registro de Preços";"ADMINISTRATIVA";"2.0";"ML";"AMPOLA 2.00 ML";"45.082.493/0001-94";"VLS MEDICAMENTOS LTDA";"60.665.981/0001-18";"UNIAO QUIMICA FARMACEUTICA NACIONAL S A";"400";"1.8";"720.0"
"2026";"FUNDO MUNICIPAL DE SAUDE DE RIO BANANAL";"MUNICIPAL";"11.429.173/0001-46";"RIO BANANAL";"ES";"07/01/2026";"11/02/2026";"268292";"FOLINATO DE CÁLCIO, DOSAGEM:15 MG";"COMPRIMIDO";"N";"1134300720031";"Registro de Preços";"ADMINISTRATIVA";;;"COMPRIMIDO";"25.279.552/0001-01";"DISTRIBUIDORA DE MEDICAMENTOS BACKES LTDA";"19.570.720/0001-10";"HIPOLABOR FARMACEUTICA LTDA";"2000";"2.56";"5120.0"
"2026";"FUNDO MUNICIPAL DE SAUDE DE RIO BANANAL";"MUNICIPAL";"11.429.173/0001-46";"RIO BANANAL";"ES";"07/01/2026";"11/02/2026";"268534";"TRAMADOL CLORIDRATO, DOSAGEM:50 MG";"CÁPSULA";"S";"1037005030018";"Registro de Preços";"ADMINISTRATIVA";;;"CÁPSULA";"45.082.493/0001-94";"VLS MEDICAMENTOS LTDA";"17.159.229/0001-76";"LABORATORIO TEUTO BRASILEIRO S/A";"100";"0.3";"30.0"
"2026";"FUNDO MUNICIPAL DE SAUDE DE RIO BANANAL";"MUNICIPAL";"11.429.173/0001-46";"RIO BANANAL";"ES";"07/01/2026";"11/02/2026";"267689";"METILDOPA, DOSAGEM:250 MG";"COMPRIMIDO";"S";"1134302090025";"Registro de Preços";"ADMINISTRATIVA";;;"COMPRIMIDO";"25.279.552/0001-01";"DISTRIBUIDORA DE MEDICAMENTOS BACKES LTDA";"19.570.720/0001-10";"HIPOLABOR FARMACEUTICA LTDA";"16000";"0.44";"7040.0"
"2026";"FUNDO MUNICIPAL DE SAUDE DE RIO BANANAL";"MUNICIPAL";"11.429.173/0001-46";"RIO BANANAL";"ES";"07/01/2026";"11/02/2026";"271661";"AMBROXOL, COMPOSIÇÃO:SAL CLORIDRATO, CONCENTRAÇÃO:7,5 MG/ML, APLICAÇÃO:SOLUÇÃO ORAL";"FRASCO";"S";"1476100150013";"Registro de Preços";"ADMINISTRATIVA";"50.0";"ML";"FRASCO 50.00 ML";"45.082.493/0001-94";"VLS MEDICAMENTOS LTDA";"65.271.900/0001-19";"NATIVITA INDUSTRIA E COMERCIO LTDA";"50";"3.98";"199.0"
"2026";"FUNDO MUNICIPAL DE SAUDE DE RIO BANANAL";"MUNICIPAL";"11.429.173/0001-46";"RIO BANANAL";"ES";"07/01/2026";"11/02/2026";"459822";"ALBENDAZOL, CONCENTRAÇÃO:400 MG, FORMA FARMACEUTICA:COMPRIMIDO MASTIGÁVEL";"COMPRIMIDO";"S";"1256800520029";"Registro de Preços";"ADMINISTRATIVA";;;"COMPRIMIDO";"02.520.829/0001-40";"DIMASTER - COMERCIO DE PRODUTOS HOSPITALARES LTDA.";"73.856.593/0001-66";"PRATI, DONADUZZI & CIA LTDA";"7000";"0.47";"3290.0"
"2026";"FUNDO MUNICIPAL DE SAUDE DE RIO BANANAL";"MUNICIPAL";"11.429.173/0001-46";"RIO BANANAL";"ES";"07/01/2026";"11/02/2026";"267670";"HALOPERIDOL, DOSAGEM:1 MG";"COMPRIMIDO";"N";"1029800200229";"Registro de Preços";"ADMINISTRATIVA";;;"COMPRIMIDO";"45.082.493/0001-94";"VLS MEDICAMENTOS LTDA";"44.734.671/0001-51";"CRISTALIA PRODUTOS QUIMICOS FARMACEUTICOS LTDA";"3000";"0.2";"600.0"
"2026";"FUNDO MUNICIPAL DE SAUDE DE RIO BANANAL";"MUNICIPAL";"11.429.173/0001-46";"RIO BANANAL";"ES";"07/01/2026";"11/02/2026";"268949";"AZITROMICINA, DOSAGEM:40 MG/ML, APRESENTAÇÃO:SUSPENSÃO ORAL";"FRASCO";"S";"1256801850081";"Registro de Preços";"ADMINISTRATIVA";"15.0";"ML";"FRASCO 15.00 ML";"02.520.829/0001-40";"DIMASTER - COMERCIO DE PRODUTOS HOSPITALARES LTDA.";"73.856.593/0001-66";"PRATI, DONADUZZI & CIA LTDA";"600";"7.3";"4380.0"
"2026";"FUNDO MUNICIPAL DE SAUDE DE RIO BANANAL";"MUNICIPAL";"11.429.173/0001-46";"RIO BANANAL";"ES";"07/01/2026";"11/02/2026";"267638";"CLORPROMAZINA, DOSAGEM:100 MG";"COMPRIMIDO";"N";"1049701550048";"Registro de Preços";"ADMINISTRATIVA";;;"COMPRIMIDO";"45.082.493/0001-94";"VLS MEDICAMENTOS LTDA";"60.665.981/0001-18";"UNIAO QUIMICA FARMACEUTICA NACIONAL S A";"5000";"0.34";"1700.0"
"2026";"FUNDO MUNICIPAL DE SAUDE DE RIO BANANAL";"MUNICIPAL";"11.429.173/0001-46";"RIO BANANAL";"ES";"07/01/2026";"11/02/2026";"267772";"PROPRANOLOL CLORIDRATO, DOSAGEM:40 MG";"COMPRIMIDO";"S";"1050400510032";"Registro de Preços";"ADMINISTRATIVA";;;"COMPRIMIDO";"25.279.552/0001-01";"DISTRIBUIDORA DE MEDICAMENTOS BACKES LTDA";"19.791.813/0001-75";"LABORATORIOS OSORIO DE MORAES LTDA";"1500";"0.04";"60.0"
"2026";"FUNDO MUNICIPAL DE SAUDE DE RIO BANANAL";"MUNICIPAL";"11.429.173/0001-46";"RIO BANANAL";"ES";"07/01/2026";"11/02/2026";"268290";"ÁCIDO BÓRICO, DOSAGEM:SOLUÇÃO A 3%";"FRASCO";;;"Registro de Preços";"ADMINISTRATIVA";"100.0";"ML";"FRASCO 100.00 ML";"45.082.493/0001-94";"VLS MEDICAMENTOS LTDA";"21.759.758/0001-88";"FARMAX S.A.";"300";"1.95";"585.0"
"2026";"FUNDO MUNICIPAL DE SAUDE DE RIO BANANAL";"MUNICIPAL";"11.429.173/0001-46";"RIO BANANAL";"ES";"07/01/2026";"11/02/2026";"271111";"AMOXICILINA, CONCENTRAÇÃO:50MG/ML, APRESENTAÇÃO:PÓ PARA SUSPENSÃO ORAL";"FRASCO";"S";"1256801560024";"Registro de Preços";"ADMINISTRATIVA";"60.0";"ML";"FRASCO 60.00 ML";"02.520.829/0001-40";"DIMASTER - COMERCIO DE PRODUTOS HOSPITALARES LTDA.";"73.856.593/0001-66";"PRATI, DONADUZZI & CIA LTDA";"1000";"3.77";"3770.0"
"2026";"FUNDO MUNICIPAL DE SAUDE DE RIO BANANAL";"MUNICIPAL";"11.429.173/0001-46";"RIO BANANAL";"ES";"07/01/2026";"11/02/2026";"270019";"GLICONATO DE CÁLCIO, DOSAGEM:10%, APRESENTAÇÃO:SOLUÇÃO INJETÁVEL";"AMPOLA";"N";"1031100350033";"Registro de Preços";"ADMINISTRATIVA";"10.0";"ML";"AMPOLA 10.00 ML";"25.279.552/0001-01";"DISTRIBUIDORA DE MEDICAMENTOS BACKES LTDA";"01.571.702/0001-98";"HALEX ISTAR INDUSTRIA FARMACEUTICA SA";"200";"2.01";"402.0"
"2026";"FUNDO MUNICIPAL DE SAUDE DE RIO BANANAL";"MUNICIPAL";"11.429.173/0001-46";"RIO BANANAL";"ES";"07/01/2026";"11/02/2026";"273466";"LORATADINA, CONCENTRAÇÃO:10MG";"COMPRIMIDO";"N";"1542303390037";"Registro de Preços";"ADMINISTRATIVA";;;"COMPRIMIDO";"67.729.178/0004-91";"COMERCIAL CIRURGICA RIOCLARENSE LTDA";"03.485.572/0001-04";"GEOLAB INDUSTRIA FARMACEUTICA S/A";"25000";"0.08";"2000.0"
"2026";"FUNDO MUNICIPAL DE SAUDE DE RIO BANANAL";"MUNICIPAL";"11.429.173/0001-46";"RIO BANANAL";"ES";"07/01/2026";"11/02/2026";"267194";"DIAZEPAM, DOSAGEM:5 MG/ML, APRESENTAÇÃO:SOLUÇÃO INJETÁVEL";"AMPOLA";"S";"1134301520018";"Registro de Preços";"ADMINISTRATIVA";"2.0";"ML";"AMPOLA 2.00 ML";"25.279.552/0001-01";"DISTRIBUIDORA DE MEDICAMENTOS BACKES LTDA";"19.570.720/0001-10";"HIPOLABOR FARMACEUTICA LTDA";"800";"1.03";"824.0"
"2026";"FUNDO MUNICIPAL DE SAUDE DE RIO BANANAL";"MUNICIPAL";"11.429.173/0001-46";"RIO BANANAL";"ES";"07/01/2026";"11/02/2026";"267768";"PROMETAZINA CLORIDRATO, DOSAGEM:25 MG";"COMPRIMIDO";"N";"1029800420083";"Registro de Preços";"ADMINISTRATIVA";;;"COMPRIMIDO";"67.729.178/0004-91";"COMERCIAL CIRURGICA RIOCLARENSE LTDA";"44.734.671/0001-51";"CRISTALIA PRODUTOS QUIMICOS FARMACEUTICOS LTDA";"19000";"0.13";"2470.0"
"2026";"FUNDO MUNICIPAL DE SAUDE DE RIO BANANAL";"MUNICIPAL";"11.429.173/0001-46";"RIO BANANAL";"ES";"07/01/2026";"11/02/2026";"267769";"PROMETAZINA CLORIDRATO, DOSAGEM:25 MG/ML, APRESENTAÇÃO:SOLUÇÃO INJETÁVEL";"AMPOLA";"N";"1134302020061";"Registro de Preços";"ADMINISTRATIVA";"2.0";"ML";"AMPOLA 2.00 ML";"67.729.178/0004-91";"COMERCIAL CIRURGICA RIOCLARENSE LTDA";"19.570.720/0001-10";"HIPOLABOR FARMACEUTICA LTDA";"2000";"3.4";"6800.0"
"2026";"FUNDO MUNICIPAL DE SAUDE DE RIO BANANAL";"MUNICIPAL";"11.429.173/0001-46";"RIO BANANAL";"ES";"07/01/2026";"11/02/2026";"281657";"ÁCIDOS GRAXOS ESSENCIAIS, COMPOSIÇÃO:COMPOSTO DOS ÁCIDOS CAPRÍLICO, CÁPRICO, LÁURICO, COMPONENTES:LINOLÊICO, LECITINA DE SOJA, APRESENTAÇÃO:ASSOCIADOS COM VITAMINAS ""A"" E ""E"", TIPO:LOÇÃO OLEOSA";"FRASCO";;;"Registro de Preços";"ADMINISTRATIVA";"200.0";"ML";"FRASCO 200.00 ML";"25.279.552/0001-01";"DISTRIBUIDORA DE MEDICAMENTOS BACKES LTDA";"31.170.914/0001-24";"MAYBEN PHARMACEUTICAL LTDA";"750";"4.8";"3600.0"
"2026";"FUNDO MUNICIPAL DE SAUDE DE RIO BANANAL";"MUNICIPAL";"11.429.173/0001-46";"RIO BANANAL";"ES";"07/01/2026";"11/02/2026";"448595";"PREDNISOLONA, COMPOSIÇÃO:FOSFATO SÓDICO, CONCENTRAÇÃO:3 MG/ML, FORMA FARMACEUTICA:SOLUÇÃO ORAL";"FRASCO";"S";"1134301840039";"Registro de Preços";"ADMINISTRATIVA";"60.0";"ML";"FRASCO 60.00 ML";"67.729.178/0004-91";"COMERCIAL CIRURGICA RIOCLARENSE LTDA";"19.570.720/0001-10";"HIPOLABOR FARMACEUTICA LTDA";"1000";"4.32";"4320.0"
"2026";"FUNDO MUNICIPAL DE SAUDE DE RIO BANANAL";"MUNICIPAL";"11.429.173/0001-46";"RIO BANANAL";"ES";"07/01/2026";"11/02/2026";"268236";"CLORETO DE SÓDIO, PRINCÍPIO ATIVO:0,9%_ SOLUÇÃO INJETÁVEL, APLICAÇÃO:SISTEMA FECHADO";"FRASCO";"N";"1168800310056";"Registro de Preços";"ADMINISTRATIVA";"500.0";"ML";"FRASCO 500.00 ML";"67.729.178/0004-91";"COMERCIAL CIRURGICA RIOCLARENSE LTDA";"58.635.830/0001-75";"FARMARIN INDUSTRIA E COMERCIO LTDA";"15000";"3.55";"53250.0"
"2026";"FUNDO MUNICIPAL DE SAUDE DE RIO BANANAL";"MUNICIPAL";"11.429.173/0001-46";"RIO BANANAL";"ES";"07/01/2026";"11/02/2026";"268236";"CLORETO DE SÓDIO, PRINCÍPIO ATIVO:0,9%_ SOLUÇÃO INJETÁVEL, APLICAÇÃO:SISTEMA FECHADO";"BOLSA";"N";"1168800310099";"Registro de Preços";"ADMINISTRATIVA";"250.0";"ML";"BOLSA 250.00 ML";"67.729.178/0004-91";"COMERCIAL CIRURGICA RIOCLARENSE LTDA";"58.635.830/0001-75";"FARMARIN INDUSTRIA E COMERCIO LTDA";"4000";"3.42";"13680.0"
"2026";"FUNDO MUNICIPAL DE SAUDE DE RIO BANANAL";"MUNICIPAL";"11.429.173/0001-46";"RIO BANANAL";"ES";"07/01/2026";"11/02/2026";"267778";"PARACETAMOL, DOSAGEM COMPRIMIDO:500 MG";"COMPRIMIDO";"S";"1134301010036";"Registro de Preços";"ADMINISTRATIVA";;;"COMPRIMIDO";"67.729.178/0004-91";"COMERCIAL CIRURGICA RIOCLARENSE LTDA";"19.570.720/0001-10";"HIPOLABOR FARMACEUTICA LTDA";"82000";"0.06";"4920.0"
"2026";"FUNDO MUNICIPAL DE SAUDE DE RIO BANANAL";"MUNICIPAL";"11.429.173/0001-46";"RIO BANANAL";"ES";"07/01/2026";"11/02/2026";"270092";"GLICOSE, CONCENTRAÇÃO:5%, INDICAÇÃO:SOLUÇÃO INJETÁVEL, CARACTERÍSTICAS ADICIONAIS:SISTEMA FECHADO";"BOLSA";"N";"1168800330014";"Registro de Preços";"ADMINISTRATIVA";"100.0";"ML";"BOLSA 100.00 ML";"67.729.178/0004-91";"COMERCIAL CIRURGICA RIOCLARENSE LTDA";"58.635.830/0001-75";"FARMARIN INDUSTRIA E COMERCIO LTDA";"500";"3.36";"1680.0"
"2026";"FUNDO MUNICIPAL DE SAUDE DE RIO BANANAL";"MUNICIPAL";"11.429.173/0001-46";"RIO BANANAL";"ES";"07/01/2026";"11/02/2026";"268236";"CLORETO DE SÓDIO, PRINCÍPIO ATIVO:0,9%_ SOLUÇÃO INJETÁVEL, APLICAÇÃO:SISTEMA FECHADO";"FRASCO";"N";"1168800310013";"Registro de Preços";"ADMINISTRATIVA";"100.0";"ML";"FRASCO 100.00 ML";"67.729.178/0004-91";"COMERCIAL CIRURGICA RIOCLARENSE LTDA";"58.635.830/0001-75";"FARMARIN INDUSTRIA E COMERCIO LTDA";"12000";"2.88";"34560.0"
"2026";"FUNDO MUNICIPAL DE SAUDE DE RIO BANANAL";"MUNICIPAL";"11.429.173/0001-46";"RIO BANANAL";"ES";"07/01/2026";"11/02/2026";"292382";"TRAMADOL CLORIDRATO, DOSAGEM:50 MG/ML, FORMA FARMACÊUTICA:SOLUÇÃO INJETÁVEL";"AMPOLA";"S";"1134301560044";"Registro de Preços";"ADMINISTRATIVA";"2.0";"ML";"AMPOLA 2.00 ML";"67.729.178/0004-91";"COMERCIAL CIRURGICA RIOCLARENSE LTDA";"19.570.720/0001-10";"HIPOLABOR FARMACEUTICA LTDA";"3500";"1.08";"3780.0"
"2026";"FUNDO MUNICIPAL DE SAUDE DE RIO BANANAL";"MUNICIPAL";"11.429.173/0001-46";"RIO BANANAL";"ES";"07/01/2026";"11/02/2026";"270092";"GLICOSE, CONCENTRAÇÃO:5%, INDICAÇÃO:SOLUÇÃO INJETÁVEL, CARACTERÍSTICAS ADICIONAIS:SISTEMA FECHADO";"BOLSA";"N";"1168800330057";"Registro de Preços";"ADMINISTRATIVA";"500.0";"ML";"BOLSA 500.00 ML";"67.729.178/0004-91";"COMERCIAL CIRURGICA RIOCLARENSE LTDA";"58.635.830/0001-75";"FARMARIN INDUSTRIA E COMERCIO LTDA";"4000";"5.4";"21600.0"
"2026";"FUNDO MUNICIPAL DE SAUDE DE RIO BANANAL";"MUNICIPAL";"11.429.173/0001-46";"RIO BANANAL";"ES";"07/01/2026";"11/02/2026";"269843";"LIDOCAÍNA CLORIDRATO, DOSAGEM:2%, APRESENTAÇÃO:INJETÁVEL";"FRASCO";"S";"1134301020015";"Registro de Preços";"ADMINISTRATIVA";"20.0";"ML";"FRASCO 20.00 ML";"67.729.178/0004-91";"COMERCIAL CIRURGICA RIOCLARENSE LTDA";"19.570.720/0001-10";"HIPOLABOR FARMACEUTICA LTDA";"800";"4.08";"3264.0"
"2026";"FUNDO MUNICIPAL DE SAUDE DE RIO BANANAL";"MUNICIPAL";"11.429.173/0001-46";"RIO BANANAL";"ES";"07/01/2026";"11/02/2026";"271710";"AMIODARONA, DOSAGEM:50MG/ML, INDICAÇÃO:INJETÁVEL";"AMPOLA";"S";"1134301220022";"Registro de Preços";"ADMINISTRATIVA";"3.0";"ML";"AMPOLA 3.00 ML";"25.279.552/0001-01";"DISTRIBUIDORA DE MEDICAMENTOS BACKES LTDA";"19.570.720/0001-10";"HIPOLABOR FARMACEUTICA LTDA";"100";"3.29";"329.0"
"2026";"FUNDO MUNICIPAL DE SAUDE DE RIO BANANAL";"MUNICIPAL";"11.429.173/0001-46";"RIO BANANAL";"ES";"07/01/2026";"11/02/2026";"268436";"CLINDAMICINA, DOSAGEM:300 MG";"CÁPSULA";"S";"1037004710015";"Registro de Preços";"ADMINISTRATIVA";;;"CÁPSULA";"14.905.502/0001-76";"EXCLUSIVA DISTRIBUIDORA DE MEDICAMENTOS LTDA";"17.159.229/0001-76";"LABORATORIO TEUTO BRASILEIRO S/A";"2000";"1.13";"2260.0"
"2026";"FUNDO MUNICIPAL DE SAUDE DE RIO BANANAL";"MUNICIPAL";"11.429.173/0001-46";"RIO BANANAL";"ES";"07/01/2026";"11/02/2026";"271003";"DICLOFENACO, APRESENTAÇÃO:SAL SÓDICO, DOSAGEM:25MG/ML, USO:SOLUÇÃO INJETÁVEL";"AMPOLA";"N";"1108500160039";"Registro de Preços";"ADMINISTRATIVA";"3.0";"ML";"AMPOLA 3.00 ML";"12.418.191/0001-95";"CONQUISTA DISTRIBUIDORA DE MEDICAMENTOS E PRODUTOS HOSPITALARES LTDA";"06.628.333/0001-46";"FARMACE - INDUSTRIA QUIMICO-FARMACEUTICA CEARENSE LTDA";"9000";"0.76";"6840.0"
"2026";"FUNDO MUNICIPAL DE SAUDE DE RIO BANANAL";"MUNICIPAL";"11.429.173/0001-46";"RIO BANANAL";"ES";"07/01/2026";"11/02/2026";"272434";"ANLODIPINO BESILATO, DOSAGEM:5 MG";"COMPRIMIDO";"N";"1542302430043";"Registro de Preços";"ADMINISTRATIVA";;;"COMPRIMIDO";"02.537.890/0001-09";"COFARMINAS COMERCIO DE PRODUTOS FARMACEUTICOS LTDA";"03.485.572/0001-04";"GEOLAB INDUSTRIA FARMACEUTICA S/A";"50000";"0.03";"1500.0"
"2026";"FUNDO MUNICIPAL DE SAUDE DE RIO BANANAL";"MUNICIPAL";"11.429.173/0001-46";"RIO BANANAL";"ES";"07/01/2026";"11/02/2026";"267717";"METRONIDAZOL, DOSAGEM:250 MG";"COMPRIMIDO";"S";"1256801820018";"Registro de Preços";"ADMINISTRATIVA";;;"COMPRIMIDO";"02.537.890/0001-09";"COFARMINAS COMERCIO DE PRODUTOS FARMACEUTICOS LTDA";"73.856.593/0001-66";"PRATI, DONADUZZI & CIA LTDA";"5200";"0.17";"884.0"
"2026";"FUNDO MUNICIPAL DE SAUDE DE RIO BANANAL";"MUNICIPAL";"11.429.173/0001-46";"RIO BANANAL";"ES";"07/01/2026";"11/02/2026";"292345";"SULFATO FERROSO, DOSAGEM FERRO:25MG/ML DE FERRO II, FORMA FARMACÊUTICA:SOLUÇÃO ORAL-GOTAS";"FRASCO";;;"Registro de Preços";"ADMINISTRATIVA";"30.0";"ML";"FRASCO 30.00 ML";"02.520.829/0001-40";"DIMASTER - COMERCIO DE PRODUTOS HOSPITALARES LTDA.";"02.456.955/0001-83";"NATULAB LABORATORIO S.A";"1000";"1.0";"1000.0"
"2026";"FUNDO MUNICIPAL DE SAUDE DE RIO BANANAL";"MUNICIPAL";"11.429.173/0001-46";"RIO BANANAL";"ES";"07/01/2026";"11/02/2026";"267541";"GLICOSE, CONCENTRAÇÃO:50%, INDICAÇÃO:SOLUÇÃO INJETÁVEL";"FRASCO";"N";"1108500090091";"Registro de Preços";"ADMINISTRATIVA";"10.0";"ML";"FRASCO 10.00 ML";"36.325.157/0001-34";"COSTA CAMARGO COM. DE PRODUTOS HOSPITALARES LTDA";"06.628.333/0001-46";"FARMACE - INDUSTRIA QUIMICO-FARMACEUTICA CEARENSE LTDA";"800";"0.54";"432.0"
"2026";"FUNDO MUNICIPAL DE SAUDE DE RIO BANANAL";"MUNICIPAL";"11.429.173/0001-46";"RIO BANANAL";"ES";"07/01/2026";"11/02/2026";"267203";"DIPIRONA SÓDICA, DOSAGEM:500 MG";"COMPRIMIDO";"S";"1256800410029";"Registro de Preços";"ADMINISTRATIVA";;;"COMPRIMIDO";"02.537.890/0001-09";"COFARMINAS COMERCIO DE PRODUTOS FARMACEUTICOS LTDA";"73.856.593/0001-66";"PRATI, DONADUZZI & CIA LTDA";"90000";"0.12";"10800.0"
"2026";"FUNDO MUNICIPAL DE SAUDE DE RIO BANANAL";"MUNICIPAL";"11.429.173/0001-46";"RIO BANANAL";"ES";"07/01/2026";"11/02/2026";"315056";"ÁGUA DESTILADA, ASPECTO FÍSICO:BIDESTILADA, ESTÉRIL, APIROGÊNICA";"FRASCO";"N";"1108500110066";"Registro de Preços";"ADMINISTRATIVA";"10.0";"ML";"FRASCO 10.00 ML";"02.537.890/0001-09";"COFARMINAS COMERCIO DE PRODUTOS FARMACEUTICOS LTDA";"06.628.333/0001-46";"FARMACE - INDUSTRIA QUIMICO-FARMACEUTICA CEARENSE LTDA";"51200";"0.17";"8704.0"
"2026";"FUNDO MUNICIPAL DE SAUDE DE RIO BANANAL";"MUNICIPAL";"11.429.173/0001-46";"RIO BANANAL";"ES";"07/01/2026";"11/02/2026";"267574";"CLORETO DE SÓDIO, DOSAGEM:20%, USO:SOLUÇÃO INJETÁVEL";"AMPOLA";"N";"1108500010096";"Registro de Preços";"ADMINISTRATIVA";"10.0";"ML";"AMPOLA 10.00 ML";"36.325.157/0001-34";"COSTA CAMARGO COM. DE PRODUTOS HOSPITALARES LTDA";"06.628.333/0001-46";"FARMACE - INDUSTRIA QUIMICO-FARMACEUTICA CEARENSE LTDA";"1000";"0.43";"430.0"
"2026";"FUNDO MUNICIPAL DE SAUDE DE RIO BANANAL";"MUNICIPAL";"11.429.173/0001-46";"RIO BANANAL";"ES";"07/01/2026";"11/02/2026";"267540";"GLICOSE, CONCENTRAÇÃO:25%, INDICAÇÃO:SOLUÇÃO INJETÁVEL";"FRASCO";"N";"1108500090057";"Registro de Preços";"ADMINISTRATIVA";"10.0";"ML";"FRASCO 10.00 ML";"36.325.157/0001-34";"COSTA CAMARGO COM. DE PRODUTOS HOSPITALARES LTDA";"06.628.333/0001-46";"FARMACE - INDUSTRIA QUIMICO-FARMACEUTICA CEARENSE LTDA";"200";"0.52";"104.0"
"2026";"FUNDO MUNICIPAL DE SAUDE DE RIO BANANAL";"MUNICIPAL";"11.429.173/0001-46";"RIO BANANAL";"ES";"07/01/2026";"11/02/2026";"267508";"ALOPURINOL, DOSAGEM:100 MG";"COMPRIMIDO";"S";"1256801910017";"Registro de Preços";"ADMINISTRATIVA";;;"COMPRIMIDO";"02.537.890/0001-09";"COFARMINAS COMERCIO DE PRODUTOS FARMACEUTICOS LTDA";"73.856.593/0001-66";"PRATI, DONADUZZI & CIA LTDA";"6000";"0.14";"840.0"
